"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","48379","logging into AJio website:","chromium","2026-07-08","passed","2026-07-08","","Zepto.spec.ts","",""
